394288.12596708583,4935490.4248038447,0.0
394289.07695069502,4935492.0472586295,0.0
394289.48353332491,4935495.2979096742,0.0
394290.12004183634,4935495.5099499589,0.0
394290.60484085907,4935497.9774567112,0.0
394291.08963988174,4935500.4449634636,0.0
394293.28091942583,4935503.441483927,0.0
394295.47219896992,4935506.4380043903,0.0
394298.00840172218,4935508.3289788235,0.0
394300.54460447439,4935510.2199532567,0.0
394302.87193396175,4935512.8823537566,0.0
394305.19926344918,4935515.5447542565,0.0
394307.16510661598,4935516.9215540849,0.0
394308.80176706827,4935517.2486858461,0.0
394311.7733917227,4935519.9303782247,0.0
394314.74501637719,4935522.6120706024,0.0
394318.85618310206,4935525.0592545029,0.0
394322.96734982694,4935527.5064384034,0.0
394325.86306759773,4935529.7565506678,0.0
394328.75878536858,4935532.0066629322,0.0
394330.39282215858,4935532.6697714496,0.0
394334.44185911067,4935532.6866417071,0.0
394336.70086714969,4935535.6540220883,0.0
394339.36249106505,4935537.0174574554,0.0
394342.02411498042,4935538.3808928216,0.0
394344.14783975354,4935540.0502250567,0.0
394346.2715645266,4935541.7195572909,0.0
394349.50721433596,4935542.7057688544,0.0
394352.74286414526,4935543.6919804187,0.0
394355.97851395461,4935544.6781919822,0.0
394359.91409244615,4935544.7663584203,0.0
394364.35309168417,4935546.7683052737,0.0
394368.79209092224,4935548.7702521281,0.0
394369.07390820084,4935550.5049889768,0.0
394370.63324343,4935552.7447184408,0.0
394373.86858237034,4935555.1265560603,0.0
394377.10392131069,4935557.5083936797,0.0
394379.51441383502,4935560.1580762966,0.0
394381.92490635929,4935562.8077589134,0.0
394383.76382091403,4935566.0312770484,0.0
394386.41032824147,4935567.4991802154,0.0
394388.47903596913,4935570.3168902807,0.0
394388.74146547209,4935574.3187952656,0.0
394391.26033763099,4935576.3019123161,0.0
394393.77920978982,4935578.2850293666,0.0
394395.29099931609,4935581.6837899797,0.0
394396.66135968431,4935582.804303498,0.0
394400.44546622608,4935584.1687206719,0.0
394404.22957276792,4935585.5331378458,0.0
394407.76114044047,4935585.9968561064,0.0
394411.29270811303,4935586.460574368,0.0
394414.2704521605,4935587.577444084,0.0
394417.24819620792,4935588.6943138,0.0
394418.73367511423,4935591.5319027249,0.0
394420.21915402048,4935594.3694916498,0.0
394423.63532819506,4935597.4012009082,0.0
394426.49575214967,4935599.0629500067,0.0
394429.35617610428,4935600.7246991051,0.0
394432.95580978127,4935603.4027584139,0.0
394436.5554434582,4935606.0808177236,0.0
394437.853592614,4935608.5743954126,0.0
394439.15174176981,4935611.0679731024,0.0
394441.12736360217,4935612.5867523169,0.0
394444.73731520702,4935614.2436061874,0.0
394448.34726681188,4935615.9004600579,0.0
394451.81321552169,4935618.7635005089,0.0
394453.52639498847,4935621.7633684492,0.0
394455.23957445525,4935624.7632363895,0.0
394457.66677388758,4935626.9194242582,0.0
394461.30533141363,4935628.018183331,0.0
394464.94388893968,4935629.1169424038,0.0
394467.28164102283,4935631.0967522319,0.0
394469.61939310597,4935633.0765620591,0.0
394473.55077446846,4935635.8472669665,0.0
394477.48215583089,4935638.6179718738,0.0
394481.41353719338,4935641.3886767812,0.0
394485.34491855581,4935644.1593816886,0.0
394488.71475389134,4935646.0642821305,0.0
394492.08458922681,4935647.9691825733,0.0
394494.50309291773,4935651.4206043333,0.0
394496.92159660871,4935654.8720260924,0.0
394499.16301534628,4935657.0229683518,0.0
394501.40443408379,4935659.1739106104,0.0
394503.5857485265,4935660.4726208942,0.0
394505.70114326413,4935660.8250921313,0.0
394509.48623706232,4935661.077277788,0.0
394513.39750313899,4935660.4468146265,0.0
394517.51905252307,4935659.354011422,0.0
394521.64060190716,4935658.2612082167,0.0
394525.76215129124,4935657.1684050122,0.0
394529.61033266247,4935655.3400614522,0.0
394533.4585140337,4935653.5117178932,0.0
394537.30669540493,4935651.6833743332,0.0
394541.15487677616,4935649.8550307732,0.0
394542.79508485342,4935648.0897350963,0.0
394547.08486059669,4935645.6939742994,0.0
394551.37463633996,4935643.2982135033,0.0
394554.15037485072,4935639.89371204,0.0
394555.66441351699,4935636.9305340061,0.0
394557.17845218332,4935633.9673559722,0.0
394559.57567959366,4935631.1933176704,0.0
394558.95407773613,4935627.3100557411,0.0
394558.33247587859,4935623.4267938118,0.0
394557.44928713451,4935620.7158014346,0.0
394556.56609839044,4935618.0048090573,0.0
394554.98897501867,4935614.7264004219,0.0
394553.4118516469,4935611.4479917865,0.0
394552.97025727486,4935607.7913046665,0.0
394552.52866290283,4935604.1346175475,0.0
394551.3931339031,4935600.8562079333,0.0
394550.25760490337,4935597.577798319,0.0
394548.11271631485,4935593.6689265221,0.0
